rp_min,rp_max,rp,delta sigma_raw,delta sigma,b,delta sigma_ran,f_bias,delta sigma_err
0.05,0.06294627058970836,0.05610092271509817,19.57067230503304,14.806948168303277,0.9752530795681568,4.03712628896493,0.9839005754520758,13.664298882328628
0.06294627058970836,0.07924465962305569,0.07062687723113772,-9.970463665230914,-9.611026789977396,0.9660717888667228,0.13610697933049096,0.9839005754520758,12.354253007033067
0.07924465962305569,0.09976311574844399,0.08891397050194615,8.990249694826302,2.8869701454434087,0.9592559088229154,5.6897409160787475,0.9839005754520758,8.780012341659907
0.09976311574844399,0.125594321575479,0.11193605692841699,18.081857862513722,16.91272411709561,0.974885371884055,0.438274121119731,0.9839005754520758,6.58277849677125
0.125594321575479,0.158113883008419,0.1409191465632227,9.78132596728677,7.089874676745228,0.9801069005867584,2.3808597942637135,0.9839005754520758,5.805361857293452
0.158113883008419,0.19905358527674866,0.17740669461678776,3.3912053941046545,5.080865933247222,0.9860037996362677,-1.8202620126840956,0.9839005754520758,4.465466650062046
0.19905358527674866,0.2505936168136362,0.2233417960754816,12.23352657034579,14.678646527301906,0.9917276767294485,-2.78650423949793,0.9839005754520758,3.776063976858073
0.2505936168136362,0.3154786722400967,0.2811706625951746,6.512404620142451,7.788633584112474,0.9915841132875522,-1.4584809220667914,0.9839005754520758,3.1655429216913458
0.3154786722400967,0.3971641173621408,0.353972892192069,6.000133279528838,4.7691470958749855,0.9947479095910179,1.1214360686339384,0.9839005754520758,2.141045559434764
0.3971641173621408,0.5,0.4456254690668728,7.165019246896909,7.928761770766471,0.9966891844697413,-0.9172017769531626,0.9839005754520758,1.8086161071088551
0.5,0.6294627058970838,0.5610092271509818,8.011411692198473,7.816128218194491,0.9965485988405436,0.03973868904324483,0.9839005754520758,1.3896058592415312
0.6294627058970838,0.7924465962305571,0.7062687723113774,5.722355631141787,5.1245747399814645,0.9985668480084767,0.5057272014602883,0.9839005754520758,1.2813291387686425
0.7924465962305571,0.9976311574844399,0.8891397050194617,3.9595305029810777,3.8867568944923043,1.0002783666976125,0.010277362148738652,0.9839005754520758,0.9026366598698214
0.9976311574844399,1.2559432157547905,1.11936056928417,2.864583502076583,2.738776318476778,0.9992440052790135,0.07882736797947879,0.9839005754520758,0.7340297753683314
1.2559432157547905,1.5811388300841898,1.4091914656322273,2.6309452246859633,2.779908491966108,1.0012504851481059,-0.19116055484444863,0.9839005754520758,0.6056299558728045
1.5811388300841898,1.9905358527674868,1.7740669461678775,1.9407409504674127,1.8153976135301926,1.0002862217403528,0.09619372740220485,0.9839005754520758,0.5399176806115242
1.9905358527674868,2.5059361681363628,2.2334179607548164,2.3979104702293252,2.4912378230978938,1.0000904478455053,-0.13387423561327125,0.9839005754520758,0.4325794540944638
2.5059361681363628,3.1547867224009667,2.8117066259517465,1.1539467875047595,1.0052743506140878,1.0004369544036857,0.13272749844382567,0.9839005754520758,0.35486092909371786
3.1547867224009667,3.971641173621409,3.53972892192069,1.668699332740357,1.602024832369363,1.0016319592549705,0.04318404623731992,0.9839005754520758,0.3072651329507116
3.971641173621409,5.0,4.456254690668728,1.5648416324479761,1.5128631991171113,1.0014308786110242,0.02946276736540788,0.9839005754520758,0.2560127207546541
5.0,6.294627058970838,5.610092271509818,1.074600564996809,1.0717194051484962,1.0014884366517718,-0.013055756796451516,0.9839005754520758,0.20733988588019933
6.294627058970838,7.924465962305572,7.062687723113775,0.7476331840203271,0.661666358978162,1.0012234052328914,0.07605473129096407,0.9839005754520758,0.2218336173742787
7.924465962305572,9.976311574844404,8.89139705019462,0.9577156358774429,0.8525444868547059,1.001133129207523,0.09230630094542519,0.9839005754520758,0.20502917540709878
9.976311574844404,12.559432157547912,11.193605692841706,0.831260057855518,0.762921976463963,1.0010202763318754,0.05670261305070095,0.9839005754520758,0.17196737322073982
12.559432157547912,15.811388300841898,14.091914656322276,0.7428446347232428,0.7135137956342004,1.0008756797241478,0.018306208774398768,0.9839005754520758,0.1561174292898646
15.811388300841898,19.905358527674867,17.740669461678774,0.6856961666872711,0.6172582051390018,1.0003422033924534,0.05857250127864015,0.9839005754520758,0.1263454660878564
19.905358527674867,25.059361681363626,22.334179607548162,0.5179962252730026,0.4328721681928464,1.0000951656384416,0.07809032707721392,0.9839005754520758,0.1469980899912283
25.059361681363626,31.547867224009686,28.117066259517472,0.5228087560041828,0.4135331305165524,1.0002582726915574,0.1026440691783445,0.9839005754520758,0.13393108741032655
31.547867224009686,39.71641173621411,35.397289219206925,0.3705537862050707,0.27194083023423204,1.000483933333965,0.09434255034661038,0.9839005754520758,0.11234731369017985
39.71641173621411,50.0,44.562546906687295,0.27311680420672146,0.20659676393531876,1.000211857889935,0.06319738888910162,0.9839005754520758,0.10304334233919736
