rp_min,rp_max,rp,delta sigma_raw,delta sigma,b,delta sigma_ran,f_bias,delta sigma_err
0.05,0.06294627058970836,0.05610092271509817,-32.98520434128972,-43.00764660319926,1.0069171892670121,8.192683816862873,1.038680178989817,45.342858326180675
0.06294627058970836,0.07924465962305569,0.07062687723113772,-13.67245779854347,-32.810957003915284,1.0305563982537818,17.498846657663364,1.038680178989817,37.19872190162248
0.07924465962305569,0.09976311574844399,0.08891397050194615,8.36620740193336,12.174999092439696,0.9765364946159533,-3.551698451821984,1.038680178989817,32.327113531532476
0.09976311574844399,0.125594321575479,0.11193605692841699,-27.471713389119095,-21.52912955165076,0.9323095090725599,-4.8847492414967055,1.038680178989817,20.32696731829617
0.125594321575479,0.158113883008419,0.1409191465632227,-4.496416241395358,-12.747033090471374,0.953124962671321,7.98669034022618,1.038680178989817,19.21859138418207
0.158113883008419,0.19905358527674866,0.17740669461678776,35.86958643390884,40.99218228097329,0.9790092699201282,-4.348986476118303,1.038680178989817,14.68175899167371
0.19905358527674866,0.2505936168136362,0.2233417960754816,-1.4282317640248008,-1.753971812766012,0.9733874957067429,0.2984314198012205,1.038680178989817,10.244392200303693
0.2505936168136362,0.3154786722400967,0.2811706625951746,10.80763886187081,8.456785506407057,1.0015966960874017,2.6830383569754126,1.038680178989817,9.548777899140367
0.3154786722400967,0.3971641173621408,0.353972892192069,14.295227020282228,15.127946709449825,0.985132021648387,-0.4819000247699685,1.038680178989817,7.71780864626993
0.3971641173621408,0.5,0.4456254690668728,8.764229503508504,7.393283750896541,0.9808455187466117,1.4783954416872107,1.038680178989817,5.314263554668651
0.5,0.6294627058970838,0.5610092271509818,10.140965112496989,10.869705226937658,0.9926907449368972,-0.3980780270760388,1.038680178989817,5.161546002408481
0.6294627058970838,0.7924465962305571,0.7062687723113774,12.424151354798058,12.72959402439077,0.9959387873087283,0.11814697098448682,1.038680178989817,3.7757585694230316
0.7924465962305571,0.9976311574844399,0.8891397050194617,8.279727402065387,9.56362242849215,1.0076369119472783,-0.8645166721546662,1.038680178989817,3.4799425650594498
0.9976311574844399,1.2559432157547905,1.11936056928417,4.411111611017053,5.448793695012048,1.001205395106642,-0.8294532954242786,1.038680178989817,2.55014617677573
1.2559432157547905,1.5811388300841898,1.4091914656322273,3.1019041190193426,3.707983802154115,1.0015361493744472,-0.46323034526976703,1.038680178989817,1.9814378787934965
1.5811388300841898,1.9905358527674868,1.7740669461678775,2.8016300627509825,3.3636226053058382,1.001571092841075,-0.4323304929921657,1.038680178989817,1.5613066489349725
1.9905358527674868,2.5059361681363628,2.2334179607548164,2.89257528489539,3.2953393209053994,1.0018256563998027,-0.27476561050505044,1.038680178989817,1.1386070102695636
2.5059361681363628,3.1547867224009667,2.8117066259517465,0.6144723468061611,0.19798872781619276,1.000294587087877,0.42403768319990226,1.038680178989817,0.9250328239325032
3.1547867224009667,3.971641173621409,3.53972892192069,0.5154675577600805,0.6502139426292272,1.001343769753545,-0.10983991750084997,1.038680178989817,0.7943625139669859
3.971641173621409,5.0,4.456254690668728,1.0067886005877666,1.2954894102524146,1.002024077223278,-0.23841930400038,1.038680178989817,0.6828662354627618
5.0,6.294627058970838,5.610092271509818,0.5038530399177393,0.627214933865623,1.0015959822335752,-0.09920043288107856,1.038680178989817,0.4206855733945304
6.294627058970838,7.924465962305572,7.062687723113775,0.6952071377505321,0.6301457227390117,1.0010524248193609,0.08925953063797867,1.038680178989817,0.47669048662641567
7.924465962305572,9.976311574844404,8.89139705019462,-0.10481228257907932,-0.10032995046402331,1.0013737172250325,-0.008362575743420756,1.038680178989817,0.34533018417051137
9.976311574844404,12.559432157547912,11.193605692841706,0.4358767166818893,0.5449676928168512,1.0017190415923307,-0.08804723117062174,1.038680178989817,0.25965050441496157
12.559432157547912,15.811388300841898,14.091914656322276,0.648329598218007,0.6324748036095804,1.0020786204895806,0.04075562253959953,1.038680178989817,0.23340799010842375
15.811388300841898,19.905358527674867,17.740669461678774,0.5449003259955342,0.651653119663699,1.0017728621945299,-0.08151936824773236,1.038680178989817,0.22756541139790507
19.905358527674867,25.059361681363626,22.334179607548162,0.25173388441709876,0.30320408912823577,1.0011838555177082,-0.03988094695605588,1.038680178989817,0.20885907452156782
25.059361681363626,31.547867224009686,28.117066259517472,0.5076897260155009,0.6371153090621534,1.0021732616682264,-0.10459623246857155,1.038680178989817,0.16429643872319935
31.547867224009686,39.71641173621411,35.397289219206925,0.21457515186109702,0.1411867501837228,1.0027130831163351,0.07922831965604579,1.038680178989817,0.14409346733859993
39.71641173621411,50.0,44.562546906687295,0.21035152629342355,0.2101806190310871,1.0038113482215947,0.00879970161803056,1.038680178989817,0.1388357371493735
