-9.876833203590382748e-01 -1.029177951583970241e-01 -1.159531495780244809e-01
-7.491406168146976796e-01 -6.618671223498989731e-01 1.620461370443542978e-02
-5.152473121612595186e-01 -8.510316234328326734e-01 -9.816839969173464520e-02
-8.741087997575095470e-01 -4.710046287283214950e-01 -1.164186142325456252e-01
-9.467841279753640427e-01 -2.399565583978150174e-01 -2.134538675810332686e-01
-7.013720714227917874e-01 -6.970165984198903875e-01 -1.472584452556812973e-01
-9.444894134800877472e-01 -2.947577947115141428e-01 -1.429384080852805217e-01
-9.675379281198678294e-01 -2.513423370258823231e-01 1.063826601766607038e-02
-8.975849467967840223e-01 -3.950781271254529270e-01 -1.941697621235984605e-01
-6.149357487484160556e-01 -7.737601671556114669e-01 -1.501947242733634724e-01
-6.254521876491447863e-01 -7.786812230243895794e-01 4.290719861268325885e-02
-9.987291198669489001e-01 -4.405911109644490564e-02 -2.545536395619775157e-04
-9.802806739263445479e-01 -1.050041856171309296e-01 -1.661288297257060009e-01
-8.777915300219065742e-01 -4.761593916922964853e-01 4.769339751752114942e-02
-7.466003059450048163e-01 -6.522212320830087506e-01 -1.293452488521535937e-01
-3.686746179048878136e-01 -9.203387526382651451e-01 -1.284873605859374601e-01
-9.670238109495329359e-01 -1.191015439655960378e-01 -2.239544236856115533e-01
-6.525674778993241221e-01 -7.549567731234357870e-01 -6.056913710103631332e-02
-8.284185368553044215e-01 -5.527505695583101453e-01 -8.827728976357479551e-02
-5.046505818414321887e-01 -8.628784432072713617e-01 1.201934661069049490e-02
-9.210345219592838140e-01 -3.647570524772231759e-01 -1.341946395387408064e-01
-8.805961463578566573e-01 -3.668848154505945369e-01 -2.990864504084571052e-01
-9.888609448409332314e-01 -1.465563709334285758e-01 3.602671518706863051e-03
-9.551707285354564814e-01 -2.927014379448094616e-01 -3.642369387056164365e-02
-4.324415621717396796e-01 -9.012557036792356868e-01 -3.213687293033694325e-03
-9.392142659923854442e-01 -2.861191747369952743e-01 -1.885105401521927349e-01
-9.628468511091706761e-01 -2.540747814249608161e-01 -8.782361227404734960e-02
-9.464370265200022780e-01 -1.916462960632262236e-01 -2.591298022674602963e-01
-8.689708606179380457e-01 -4.904562262622192415e-01 -6.253889496309264495e-02
-6.040537789342016461e-01 -7.919548291198527101e-01 -8.506302667177002841e-02
-8.159284624783215145e-01 -5.777744966028998119e-01 -5.035524415146301440e-03
-3.840720837918373820e-01 -9.220837914579250727e-01 -3.979197135380135864e-02
-4.904044581285483262e-01 -8.699873774189414988e-01 -4.475358308299895449e-02
-5.590310302980039392e-01 -8.228924146813358931e-01 -9.848567983013201133e-02
-7.911666146526654675e-01 -5.842077218282323292e-01 -1.798498633174739625e-01
-6.839047658034145272e-01 -7.291800172612706854e-01 -1.055083192876276124e-02
-9.351585054295561417e-01 -2.398655845656209873e-01 -2.598032716297640765e-01
-7.400469201146321341e-01 -6.681263276982206678e-01 -7.420749784804107907e-02
-9.379628695395491045e-01 -3.458264783943121867e-01 -4.528259783725227701e-03
-7.721216637873768995e-01 -6.165482605564127638e-01 -1.523368980524405503e-01
-9.724071047315521188e-01 -1.571766854282161119e-01 -1.708256934291821072e-01
-6.572461762411260233e-01 -7.441263855007912431e-01 -1.169595075195088013e-01
-8.591019538620555673e-01 -4.753891892403623309e-01 -1.880188617476525603e-01
-9.895085523415340090e-01 -1.250834729091908626e-01 -6.871894144576659591e-02
-9.801877700439443064e-01 -1.585927149000999903e-01 -1.165882325263114944e-01
-7.204997099089179846e-01 -6.928057422467988058e-01 -2.052044188434275218e-02
-9.322509770872794421e-01 -3.552237112436636424e-01 -6.457501991673381125e-02
-8.796001550514103151e-01 -4.751330068328503686e-01 -1.025990813452597183e-02
-9.597141145887316815e-01 -2.276487579513119253e-01 -1.628721515406049702e-01
-7.994341778536133702e-01 -5.937558379847789336e-01 -8.886599364267717960e-02
-9.536628992982807418e-01 -2.971630135038376697e-01 3.897302348238815967e-02
-8.927536392011469202e-01 -4.464099572819642536e-01 -5.678412788636192504e-02
-7.571962538056412617e-01 -6.165578131461874056e-01 -2.145509142103534661e-01
-5.861522851235569931e-01 -8.097823580736023263e-01 -6.611826757939590765e-03
-4.646997612569809810e-01 -8.840490778030061225e-01 4.386102814743986916e-02
-9.950102188625169486e-01 -9.167198008406002296e-02 -3.048055776422405397e-02
-8.408259052902626873e-01 -5.148148154547622646e-01 -1.656501256560758140e-01
-9.595310356616363334e-01 -1.830807630850000423e-01 -2.128048408754706355e-01
-8.979235314436158077e-01 -4.391860794469611418e-01 2.076461902014983124e-02
-9.844502331549175311e-01 -3.192151733447131517e-02 -1.718025323442301522e-01
-6.570316234970184910e-01 -7.322515387518985230e-01 -1.776276610947715717e-01
-8.543918016734408649e-01 -5.191064722244616014e-01 7.641628117550166785e-03
-5.691384989976117081e-01 -8.068033983555318311e-01 -1.563506410991048479e-01
-8.821709733926671460e-01 -3.950909460607076595e-01 -2.550470072287348011e-01
-7.903083732949720552e-01 -6.119954618703835614e-01 2.083651784782903152e-02
-9.757724781962935356e-01 -2.153848396208388472e-01 -2.879819856002310136e-02
-4.045568894724257403e-01 -9.085302723065906694e-01 -1.016328056303245492e-01
-9.174814395011681167e-01 -3.455935558148366948e-01 -1.954272581158444655e-01
-9.532398750862552950e-01 -1.443128320760910244e-01 -2.646684554219919661e-01
-7.723925109324285554e-01 -6.286264637630987195e-01 -8.826531894224924624e-02
-6.143462686535473560e-01 -7.602076625000038224e-01 -2.097965012196608692e-01
-8.664328243639120020e-01 -4.414949537834396698e-01 -2.319410193467618675e-01
-6.231864011983406781e-01 -7.812969270286955759e-01 -2.644283716635583217e-02
-3.341743121798526617e-01 -9.387025368983696882e-01 -8.066032499209901951e-02
-6.912985871715338071e-01 -7.191332209537959486e-01 -6.674299645135954584e-02
-9.821787594210223959e-01 -1.770151378834462497e-01 -5.856864680698029013e-02
-9.247983971932693947e-01 -2.984993231367971123e-01 -2.348899489716583244e-01
-6.567055305215305783e-01 -7.536280561030421765e-01 1.578563596185018555e-02
-8.473819945315498314e-01 -5.184929168657007592e-01 -1.123366583983196748e-01
-9.704441230174525312e-01 -2.103314991685525381e-01 -1.159949309329454670e-01
-4.430213308587075960e-01 -8.936623587612653186e-01 -6.713230610004417009e-02
-7.547923866838227580e-01 -6.548769182786063903e-01 -3.195666250508692047e-02
-9.438051622811445274e-01 -3.155324281544791276e-01 -9.561106927912123299e-02
-7.336070373952208179e-01 -6.543196192046595305e-01 -1.821936024077734362e-01
-9.142349899116636314e-01 -3.988511325881599068e-01 -6.802482953552914380e-02
-7.124046547560374254e-01 -6.940531728666715638e-01 -1.014486801579687347e-01
-9.341102207045886008e-01 -1.892601906441382931e-01 -3.019327349858563214e-01
-8.115387442464380152e-01 -5.671467459930227273e-01 -1.386578230893833752e-01
-9.005882739530296499e-01 -4.187248868551066150e-01 -1.144533064193875016e-01
-5.451948615888387861e-01 -8.372582198703515388e-01 -3.306781704939271843e-02
-8.483996829170618037e-01 -5.272497852883605285e-01 -4.216514186800261743e-02
-8.203854362816827006e-01 -5.697102868553005628e-01 -4.463554596917953393e-02
-7.700456551662280269e-01 -6.355717235722269098e-01 5.196966984294741632e-02
-9.943122415422468441e-01 -9.468042848944475953e-02 4.151724159287533550e-02
-8.861631604955447772e-01 -4.329734047202685177e-01 -1.634813342943294001e-01
-9.761012997560438720e-01 -7.396573579500427542e-02 -2.033746808967111797e-01
-9.873860270071757039e-01 -6.077942898839924085e-02 -1.449231706288514610e-01
-9.131960763722745122e-01 -4.066561528572766870e-01 -1.420677194140205352e-02
-9.040728573226195497e-01 -3.386847178759613275e-01 -2.596055723749201571e-01
