rp_min,delta chi_sq
0.08,41.10373248718935
0.12679145539688905,40.72670547176001
0.2009509145207664,39.26736390931357
0.3184857364427978,35.626179427782795
0.5047658755841546,29.364675687471205
0.7999999999999999,21.428094531835267
1.2679145539688912,13.66853282148344
2.0095091452076645,7.660790481496159
3.1848573644279785,3.9883105150648417
5.047658755841546,2.0618466077805264
7.999999999999999,0.9455498266200648
12.679145539688912,0.41577745438977615
20.095091452076655,0.17091678645323552
31.84857364427978,0.08432493152097505
