rp_min,delta chi_sq
0.08,2.8939855109682364
0.12679145539688905,2.869814981042691
0.2009509145207664,2.7997622502385546
0.3184857364427978,2.619693929195312
0.5047658755841546,2.278905512719648
0.7999999999999999,1.8646706231119872
1.2679145539688912,1.4116337078646186
2.0095091452076645,0.9892134417827289
3.1848573644279785,0.7056389584117049
5.047658755841546,0.513285134086162
7.999999999999999,0.3486199568043991
12.679145539688912,0.20790707191879298
20.095091452076655,0.11620266949254734
31.84857364427978,0.06147211624674652
