rp_min,delta chi_sq
0.08,47.68104788889898
0.12679145539688905,47.40978019069706
0.2009509145207664,46.33351866417571
0.3184857364427978,43.563027927752586
0.5047658755841546,38.28386704490109
0.7999999999999999,30.92287328561255
1.2679145539688912,22.77838351476575
2.0095091452076645,15.249685114463057
3.1848573644279785,9.339853770571132
5.047658755841546,5.55633772103469
7.999999999999999,2.9422854459065606
12.679145539688912,1.5294028540646762
20.095091452076655,0.7406733087817913
31.84857364427978,0.4114481906252384
