2.087552817867893359e-02 nan nan nan
1.536427445180345991e-02 3.828033069269436151e-02 nan nan
1.570580838564941337e-02 3.085120251602187572e-02 4.933040440428374668e-02 nan
3.928674039595383451e-03 7.231597331429716335e-03 1.797320096609742943e-02 3.427052094013556538e-02
3.437382491212667875e-03 6.035428939715909921e-03 1.410071962914669422e-02 2.371793491525830619e-02
