3.398254686521585965e-02 6.678068529352444715e-02 nan nan
2.293424427641860969e-02 3.646779633303699752e-02 5.279475188157788795e-02 nan
5.757052829854344446e-03 8.870964416258980689e-03 1.841630816411307311e-02 3.761167851453576377e-02
4.005197703015812502e-03 5.613677901427641809e-03 9.747485948027699923e-03 1.618708934871161340e-02
