1.938838290542728438e-02 3.276086750391109942e-02 nan nan
2.129009591997287846e-03 3.809122496091878803e-03 1.003343993883962747e-02 2.074470981365770725e-02
1.781645614260648309e-03 2.529981185743043065e-03 4.714202177608027046e-03 7.636539657111099388e-03
2.000499054838295564e-03 2.420445683955408170e-03 3.650287847641664647e-03 5.336853186389613722e-03
