rp_min,rp_max,rp,ds_raw,ds,et_raw,et,z_eff,b,f_bias,ds_r,et_r,ds_err
0.05,0.06294627058970836,0.05610092271509817,10.874329525793224,16.85082095643926,0.006919394701060367,0.008650138569786463,0.7836010453839364,1.1794258756248852,1.2295056968689377,-1.0818379082195135,-0.0004892254156941479,10.972700052000391
0.06294627058970836,0.07924465962305569,0.07062687723113772,3.267627846789752,-1.2157607961821446,0.00273711084713007,0.000159732738104058,0.7838134201734984,1.1326691736997545,1.2295056968689377,5.7663351502460864,0.0029405083434393938,9.551385113387324
0.07924465962305569,0.09976311574844399,0.08891397050194615,5.560257143480131,8.155868800032932,0.0037680173990041325,0.004224393811333465,0.7837799087085906,1.1332543655737284,1.2295056968689377,-0.4085251075242526,4.5728355645733864e-05,7.862727930843917
0.09976311574844399,0.125594321575479,0.11193605692841699,6.591243699730272,8.602362568791422,0.0038522949637872367,0.004190052805493702,0.7836931427579599,1.09291833127695,1.2295056968689377,0.2546166345389403,2.0190977915243407e-05,5.114335983542857
0.125594321575479,0.158113883008419,0.1409191465632227,7.880772631697945,6.803398477202133,0.005001545614156747,0.003526012666510889,0.7836905763968257,1.0791453888994267,1.2295056968689377,3.6529320412411757,0.0018713822203765156,4.269163491224334
0.158113883008419,0.19905358527674866,0.17740669461678776,7.266085139171154,9.190309307538833,0.003971939483864465,0.004158592507556834,0.7836947188720716,1.05839231118986,1.2295056968689377,0.2650427509736136,4.5277702676737055e-05,3.634496427940376
0.19905358527674866,0.2505936168136362,0.2233417960754816,3.76415335410457,5.000435759077516,0.0023101315674617963,0.0025069410770607627,0.7837087084707931,1.0489593148120069,1.2295056968689377,-0.14580170767501982,-8.370705093044929e-05,2.771264592220824
0.2505936168136362,0.3154786722400967,0.2811706625951746,2.6621492759168452,3.6762618607546327,0.0014648943959244434,0.0016212689807991738,0.7836883148871436,1.0365810405915246,1.2295056968689377,-0.2833997428204394,-0.00010278722351512159,2.0141781681797717
0.3154786722400967,0.3971641173621408,0.353972892192069,4.9544746355668785,5.703446255145398,0.0029830638552409113,0.0028113879000490755,0.7836634834435418,1.0289832076195549,1.2295056968689377,0.5646613314644492,0.000258134714250673,1.6457158412116901
0.3971641173621408,0.5,0.4456254690668728,5.831946795912363,7.6150591816037245,0.003384358850382509,0.0036068905564809487,0.7836651861199939,1.0272334548834086,1.2295056968689377,-0.24937228568587663,-0.0001303639220372832,1.4974352806222337
0.5,0.6294627058970838,0.5610092271509818,4.453631667275076,6.08682917936777,0.002709818948009286,0.0030228437655063513,0.7836417943011409,1.0199085296659698,1.2295056968689377,-0.5020492326637127,-0.0002590763065812151,1.0443776811743009
0.6294627058970838,0.7924465962305571,0.7062687723113774,6.15239598447884,7.446501645595762,0.0036667592835589766,0.003625964257168632,0.783663538768547,1.0143819868140076,1.2295056968689377,0.2266954528011967,9.353031005662987e-05,0.9787673202462863
0.7924465962305571,0.9976311574844399,0.8891397050194617,4.06933170066388,5.300178724557367,0.0024067269799390475,0.002543282039513502,0.7836542776257756,1.016393899285718,1.2295056968689377,-0.2148891689031919,-9.709941985711349e-05,0.7282182996980402
0.9976311574844399,1.2559432157547905,1.11936056928417,2.476688180635903,3.1841717785131207,0.0015443810293955026,0.001611630045318502,0.7836493830917568,1.0140194369045061,1.2295056968689377,-0.09637893250766916,-4.559766352487294e-05,0.5599664989875712
1.2559432157547905,1.5811388300841898,1.4091914656322273,2.514008349313839,3.2345822564437996,0.0015146977057055179,0.0015864395783295618,0.7836503134484716,1.0108292025792254,1.2295056968689377,-0.11012173823191185,-5.5338904322670964e-05,0.5032189939170157
1.5811388300841898,1.9905358527674868,1.7740669461678775,2.3554778310811724,3.0145748986035694,0.0014091295624806158,0.0014773667685383204,0.783637985366695,1.0101422325360658,1.2295056968689377,-0.08912883645310582,-5.394548636158152e-05,0.3764270406724798
1.9905358527674868,2.5059361681363628,2.2334179607548164,1.5800445721598464,2.0378608986810454,0.000942517656302867,0.0009895235887266516,0.7836457141328413,1.0074230714711296,1.2295056968689377,-0.08076648942056303,-4.000955649824674e-05,0.31412765562176004
2.5059361681363628,3.1547867224009667,2.8117066259517465,0.999212957598634,1.1949611458512206,0.0005949875217037988,0.0005868516085615718,0.7836474381974887,1.0075356322148823,1.2295056968689377,0.04283468861055942,1.2619520278231143e-05,0.22323292627728034
3.1547867224009667,3.971641173621409,3.53972892192069,0.7640066580474832,0.9543019990958519,0.0004836257700851046,0.0004941930910171918,0.78364138707486,1.0062381656615647,1.2295056968689377,-0.009091636307135022,-7.550383260094536e-06,0.22760414397453213
