ds_ptcl,ds_shear,ds_diff_err
19.90646121276568,3.2054012806915706,0.28368410892958146
20.016493486728965,6.527463515125018,0.1755371664768606
16.81580283635072,10.245294493551173,0.11499953302010253
12.614289857528037,10.540567991636566,0.05866476346203365
8.533592014761444,8.08564706671471,0.04336990531875524
5.289215738804258,5.21855205089238,0.025434473407434825
3.029998580611149,3.032552800939513,0.01796445839318141
1.7782452393664416,1.7889591229342507,0.011622798820421077
1.1596629607498818,1.162225995230308,0.010520423023854442
0.8099687922504013,0.8196278802253636,0.009685417950355829
0.6046624873231224,0.6221248737909442,0.00831728134866467
0.44383625583919495,0.4573919966854041,0.007206840868878689
0.3243483868657744,0.33598091428473537,0.008615670587417107
0.22260787385490005,0.20517106667104554,0.008808780658797243
0.11889459982275344,0.09746297199244927,0.008820892914138609
