ds_ptcl,ds_shear,ds_diff_err
8.138344623037167,5.849406076638101,0.24531392552943626
7.062457378901171,6.1054322914819785,0.12520770702082462
5.826000051290786,5.560411889289758,0.09818844626979642
4.740541159778108,4.663006306366345,0.06108657007872347
3.838590954275005,3.8191226088612753,0.03942750124434262
3.0267185305859816,2.979299236743117,0.032173723338216796
2.150619180381541,2.1983399556451166,0.029442400442415084
1.4961133952217622,1.5036795688723492,0.029773914667021964
1.0653768248802356,1.0131606659865866,0.0309175547429954
0.7358379881871165,0.7031822054807696,0.036151012888705265
0.5760012099941654,0.541523899672159,0.03135480863251373
0.46768737306136327,0.4122058238584562,0.03898685309033106
0.3235529514513143,0.3232574098352461,0.037044417243711464
0.2214666740872372,0.24677513276650123,0.035518583182817275
0.14425179529764473,0.17022371800339112,0.03171388602407434
