ds_ptcl,ds_shear,ds_diff_err
13.13887656389617,5.557786953934211,0.22950946292232122
10.534492644873248,7.623078406569801,0.12957340194837116
8.060793465723298,7.2090098801620766,0.07992129531781725
5.91323549947351,5.734031229734569,0.0613882441630864
4.2031384768575295,4.1893452627947765,0.03967145176464795
2.9287138309035354,2.9438036673157844,0.029991768709733874
1.9661042324828788,1.9847514700999227,0.022379694624762657
1.333790366019335,1.3467831189339194,0.017473485351019544
0.9636771148033741,0.9488946189341604,0.01427129242468538
0.7119820282316993,0.721422509447774,0.01571758307637249
0.5564447377461248,0.5612589279946573,0.01704688056536755
0.45551861546782296,0.46801626994169565,0.018180281248749115
0.34602783435605056,0.35500370451667784,0.022758909417650505
0.22381401281079863,0.2514262578048987,0.023096749398477348
0.10319929073098885,0.12000365759611065,0.01987584038791716
