3.725819647885562479e-03,5.229650855968205570e-04,3.796581836491445057e-04,5.457103605411447143e-04,3.350057500737656127e-04,-4.942654417842490744e-05,2.407856170006932259e-05,4.546639753905662695e-05,2.103969361265912931e-04,9.454459855141624360e-05,3.083305609687486096e-05,2.846784834685124041e-05,3.402083526940302374e-05,1.139496053206803764e-06,-7.549023965750661924e-05,1.423683795201010789e-05,2.427617870331420699e-05,5.961076299898303938e-05,5.090575224236476787e-05,3.163559974032604361e-05
5.229650855968205570e-04,2.818920539157857615e-03,4.382831257531587862e-04,9.215997143626085603e-05,6.635918872784555926e-05,1.655173276321581194e-05,5.032799563210959523e-05,5.051482418107832931e-05,-9.561578661677117774e-07,2.816851560383507000e-06,5.241773311960171101e-05,7.331308305167443212e-05,1.119155306841535376e-04,1.331679888781171253e-05,8.989700614102006895e-06,-2.768812641775679988e-05,-2.964806507186208301e-06,2.521478607690114847e-05,-2.294698238006763038e-05,-5.008867413906944300e-05
3.796581836491445057e-04,4.382831257531587862e-04,1.413674346817922652e-03,-4.227571437291415354e-05,4.932307756865194303e-05,1.550391899576431795e-05,8.823923305670638192e-07,1.205496832601086349e-04,4.381461625489328735e-06,3.563891151294638703e-05,-4.701668383452401989e-07,-1.979014564311130873e-05,-5.108556323381016671e-05,-5.309800515409646133e-05,-4.668244993944472920e-05,-2.941974346616301367e-05,-1.818713198564056717e-05,-5.050545940745629089e-06,-9.607729680889698443e-06,-2.475799747034843832e-05
5.457103605411447143e-04,9.215997143626085603e-05,-4.227571437291415354e-05,9.391541577341187223e-04,2.516394662398688232e-04,3.568991190668339470e-05,2.875639087037259857e-05,9.095622485487656788e-05,8.901880650954828054e-05,3.248125619384860250e-05,3.011284399576197681e-05,-1.259480986696783519e-05,5.151316428240495530e-06,-1.238593037865803549e-05,-2.036216811399682681e-05,9.372873920120130578e-07,-2.074422044959862731e-06,1.641932559564939672e-05,1.503888936234047535e-05,-2.231554391919194425e-06
3.350057500737656127e-04,6.635918872784555926e-05,4.932307756865194303e-05,2.516394662398688232e-04,6.932363250399252745e-04,3.021727765864947224e-05,1.117958381535360331e-04,1.201249137728915720e-04,5.681498128890299443e-05,4.873469619938398180e-05,4.301197605898820982e-05,4.977742168131634293e-06,3.425722654843042038e-06,-1.242631105448768135e-05,-2.409725172695363298e-05,-1.658205873683444545e-05,-2.266134714828486450e-06,2.392789421207378909e-05,3.577301012805562535e-05,3.093442513791999112e-05
-4.942654417842490744e-05,1.655173276321581194e-05,1.550391899576431795e-05,3.568991190668339470e-05,3.021727765864947224e-05,2.619011288552124551e-04,3.493590621288591731e-05,1.518115761850071571e-05,-1.858619970396877647e-05,-1.702712441707614397e-05,-8.375166253669976974e-06,-4.309001996754834039e-06,9.881092422633692001e-07,-1.745365879860825362e-05,-5.269138886070069008e-06,1.045282039187122173e-05,4.453217701499649205e-06,9.230961877922004569e-06,1.447152037974928172e-05,1.678991205386941109e-05
2.407856170006932259e-05,5.032799563210959523e-05,8.823923305670638192e-07,2.875639087037259857e-05,1.117958381535360331e-04,3.493590621288591731e-05,2.749450549950226055e-04,6.060897667288315925e-05,5.732117092409899373e-05,1.212136900542339684e-05,3.276521473046917324e-05,1.725048160213761428e-05,1.468775232447159371e-05,2.508912035283552958e-05,1.855823972107691147e-06,2.672714763773307757e-06,-8.372821856283088778e-06,-1.285021829537303860e-05,-3.375916752323951179e-07,1.610975257262135861e-05
4.546639753905662695e-05,5.051482418107832931e-05,1.205496832601086349e-04,9.095622485487656788e-05,1.201249137728915720e-04,1.518115761850071571e-05,6.060897667288315925e-05,2.082108697231168357e-04,4.675782715352313129e-05,4.780689962249117593e-05,2.681271682384865808e-05,1.941288190831424255e-05,7.783585816678564561e-06,1.218601023317759660e-05,4.543998895325473198e-06,1.530666173584798768e-05,1.808614483045291077e-05,1.658515768259832338e-05,1.515985514642360121e-05,1.317995603301628091e-05
2.103969361265912931e-04,-9.561578661677117774e-07,4.381461625489328735e-06,8.901880650954828054e-05,5.681498128890299443e-05,-1.858619970396877647e-05,5.732117092409899373e-05,4.675782715352313129e-05,1.278298500499102481e-04,5.277525829006879209e-05,3.263554342809659809e-05,1.973495018465947409e-05,9.048870068006501969e-06,6.319737382610632936e-06,-6.267020969683739850e-06,-4.058110282845466761e-06,-6.498635929897368005e-06,-5.895299907848205977e-06,3.290608008712739715e-07,6.314794049705938426e-06
9.454459855141624360e-05,2.816851560383507000e-06,3.563891151294638703e-05,3.248125619384860250e-05,4.873469619938398180e-05,-1.702712441707614397e-05,1.212136900542339684e-05,4.780689962249117593e-05,5.277525829006879209e-05,8.637414989744563538e-05,3.348197428700923117e-05,2.679200633775704745e-05,6.910241863030340990e-06,4.532664448034092678e-06,2.648448308127994121e-06,3.505887671336580007e-06,2.607527550110332616e-06,-1.542565533364639290e-06,-1.279840337877958447e-06,-5.545954028169421440e-06
