107
105
122
375
70
96
88
377
71
33
24
23
379
75
79
48
20
97
51
54
19
35
374
104
115
112
14
32
29
380
100
31
113
108
77
89
26
12
106
383
39
5
17
121
9
7
10
123
102
110
78
103
52
16
381
74
69
28
37
373
11
55
76
80
38
49
13
27
50
25
99
15
18
73
90
114
53
21
382
22
101
120
91
83
36
111
6
82
98
378
109
30
