rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t
0.5,0.7924465962305568,398902,0.6294627058970836,7.702535149113748,12.727518978188268,0.25174946730159287,0.9357770600873386,0.9631000000000001,0.6283744999967916
0.7924465962305568,1.25594321575479,998067,0.9976311574844399,3.7420730511501317,6.1660944180148,0.251752489577789,0.9357770600873451,0.9631,0.6301308000613872
1.25594321575479,1.9905358527674866,2509189,1.5811388300841898,3.6238762495019605,5.982244555767542,0.25168634379307175,0.9357770600873437,0.9630999999999998,0.6289814142641691
1.9905358527674866,3.1547867224009667,6308642,2.505936168136362,2.101218487224444,3.467198825953372,0.25165850904066533,0.9357770600873454,0.9631000000000002,0.629246898226014
3.1547867224009667,4.999999999999999,15827279,3.9716411736214075,0.8091903353899951,1.336899856459476,0.25170748241571184,0.9357770600873397,0.9631,0.6284640323232077
4.999999999999999,7.92446596230557,39540949,6.294627058970836,0.6471819446473521,1.0697797737022134,0.25170253494694755,0.935777060087336,0.9631,0.6281460416371023
7.92446596230557,12.559432157547903,98746803,9.9763115748444,0.41939448969348625,0.6928880729915382,0.25161469165051353,0.9357770600873411,0.9631000000000002,0.6284753544157192
12.559432157547903,19.905358527674863,245009726,15.811388300841898,0.23860367472229854,0.3943005471480751,0.25153661161628516,0.935777060087346,0.9631,0.6283163562379857
19.905358527674863,31.54786722400966,600643985,25.059361681363615,0.24935271626877895,0.41228766820444485,0.2515230512169371,0.9357770600873471,0.9631000000000001,0.6279750304365088
31.54786722400966,49.99999999999999,1431251445,39.71641173621407,0.20360114588395287,0.33688499720439663,0.2515645787493415,0.9357770600873461,0.9631000000000002,0.6275194111595525
