rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t
0.5,0.7924465962305568,346641,0.6294627058970836,5.732392132396836,7.50331675732673,0.3395754007433387,0.33630470688807795,0.9937,0.7688246878684178
0.7924465962305568,1.25594321575479,844975,0.9976311574844399,7.747626014577764,10.124354333497775,0.339629954191032,0.33630470688807407,0.9937,0.7700980481789714
1.25594321575479,1.9905358527674866,2086677,1.5811388300841898,-0.35515448391906584,-0.46386607713031114,0.33969619077080404,0.33630470688807446,0.9937,0.7704942444350213
1.9905358527674866,3.1547867224009667,5171480,2.505936168136362,3.20345952619285,4.1843765471203715,0.33975411008890055,0.33630470688807707,0.9937,0.7704300118087716
3.1547867224009667,4.999999999999999,12860952,3.9716411736214075,1.2887068323336281,1.6831236049706366,0.3397854291852997,0.3363047068880761,0.9937,0.7705180740153503
4.999999999999999,7.92446596230557,32024427,6.294627058970836,0.5014851167728666,0.6548243771707846,0.3397996896276736,0.33630470688807584,0.9937,0.7706867989904473
7.92446596230557,12.559432157547903,79894150,9.9763115748444,0.6112520734355968,0.7982206036935019,0.3398338918147353,0.33630470688807806,0.9937,0.770623275141599
12.559432157547903,19.905358527674863,199541840,15.811388300841898,0.5453521135890914,0.71212250215195,0.3398778634050526,0.3363047068880767,0.9937,0.7706674237927476
19.905358527674863,31.54786722400966,497109436,25.059361681363615,0.3191492206018216,0.4167421892785664,0.33984924967817826,0.3363047068880783,0.9937,0.7706745712221179
31.54786722400966,49.99999999999999,1223384966,39.71641173621407,0.23533426966773982,0.3073103899613099,0.33975994104764845,0.33630470688807607,0.9937,0.7706419403240012
