rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m
0.5,0.7924465962305568,126551,0.6294627058970836,16.451037776800977,16.41820137405287,0.34791378415531343,0.6999999999999985,1.002
0.7924465962305568,1.25594321575479,315582,0.9976311574844399,10.609101656928646,10.58792580531801,0.3479781055811314,0.7000000000000014,1.002
1.25594321575479,1.9905358527674866,790090,1.5811388300841898,4.151575494044341,4.143288916211917,0.3480905754611739,0.7000000000000032,1.002
1.9905358527674866,3.1547867224009667,1967077,2.505936168136362,2.793815783912779,2.7882393053021746,0.3481882352601181,0.7000000000000044,1.002
3.1547867224009667,4.999999999999999,4934287,3.9716411736214075,1.7278538307826512,1.724405020741169,0.34816186081584205,0.700000000000004,1.002
4.999999999999999,7.92446596230557,12298675,6.294627058970836,1.3394850950749164,1.3368114721306552,0.34814401869377387,0.6999999999999966,1.002
7.92446596230557,12.559432157547903,30707143,9.9763115748444,0.7291858085022357,0.7277303478066225,0.34815203511385423,0.7000000000000024,1.002
12.559432157547903,19.905358527674863,76189099,15.811388300841898,0.6975907028628682,0.6961983062503674,0.34821874909356676,0.6999999999999975,1.002
19.905358527674863,31.54786722400966,187595816,25.059361681363615,0.6633666984729245,0.6620426132464317,0.34839246103563776,0.6999999999999972,1.002
31.54786722400966,49.99999999999999,452506470,39.71641173621407,0.3300937816029042,0.32943491177934553,0.34856569278358435,0.7000000000000004,1.002
