rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t
0.5,0.7924465962305568,307813,0.6294627058970836,-7.430071278326392,-9.705468467059898,0.5405020613477055,0.3363047068880771,0.9936999999999999,0.7704087156567485
0.7924465962305568,1.25594321575479,763731,0.9976311574844399,16.549582978652857,21.60287239568899,0.5405726519903179,0.3363047068880812,0.9937,0.7709394410022843
1.25594321575479,1.9905358527674866,1906595,1.5811388300841898,-0.051272776188863285,-0.06690286095608076,0.5405281111489773,0.33630470688808006,0.9937,0.7712352186418137
1.9905358527674866,3.1547867224009667,4760077,2.505936168136362,5.950845141691598,7.767531041697118,0.540554819165172,0.3363047068880797,0.9937,0.7709751168556958
3.1547867224009667,4.999999999999999,11897151,3.9716411736214075,1.4480327777342994,1.8904975161781883,0.5405135406291632,0.33630470688808134,0.9937,0.7708093814228629
4.999999999999999,7.92446596230557,29761517,6.294627058970836,1.627193098392156,2.123706959407669,0.5404946809125519,0.33630470688807834,0.9936999999999999,0.7710618456122311
7.92446596230557,12.559432157547903,74407751,9.9763115748444,-1.107875044716256,-1.445986889737856,0.5404902204419081,0.3363047068880778,0.9936999999999999,0.771029748435507
12.559432157547903,19.905358527674863,185901758,15.811388300841898,1.3523630317939848,1.7650926598516783,0.5405353233166156,0.336304706888076,0.9937,0.7710286068469496
19.905358527674863,31.54786722400966,463932249,25.059361681363615,0.30944847770141004,0.4039036714477147,0.5405826120971777,0.336304706888075,0.9937,0.7710015654773467
31.54786722400966,49.99999999999999,1148612716,39.71641173621407,0.6990064893064535,0.9125239973006312,0.5407127295741119,0.3363047068880788,0.9937,0.7708708502243321
