rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m
0.5,0.7924465962305568,137399,0.6294627058970836,9.74091123188197,9.721468295291388,0.45636290769312804,0.7000000000000017,1.002
0.7924465962305568,1.25594321575479,343395,0.9976311574844399,8.477421097735302,8.460500097540221,0.4561907053081818,0.6999999999999992,1.002
1.25594321575479,1.9905358527674866,857913,1.5811388300841898,3.4341776446697896,3.4273229986724445,0.4561238523139922,0.7000000000000006,1.002
1.9905358527674866,3.1547867224009667,2148107,2.505936168136362,2.4950313639104884,2.490051261387713,0.45607969452235675,0.7000000000000034,1.002
3.1547867224009667,4.999999999999999,5380265,3.9716411736214075,1.7853145584006012,1.7817510562880252,0.45613835629029464,0.7000000000000008,1.002
4.999999999999999,7.92446596230557,13428808,6.294627058970836,0.42733152756052595,0.42647857041968656,0.4561407053312261,0.6999999999999981,1.002
7.92446596230557,12.559432157547903,33431154,9.9763115748444,0.679282826403315,0.6779269724583983,0.45608805759952376,0.6999999999999992,1.002
12.559432157547903,19.905358527674863,83049104,15.811388300841898,0.3694854207496212,0.36874792489982156,0.4560717419136405,0.7000000000000014,1.002
19.905358527674863,31.54786722400966,203506092,25.059361681363615,0.22941015295957204,0.22895224846264675,0.45600021497525994,0.7000000000000005,1.002
31.54786722400966,49.99999999999999,493099691,39.71641173621407,0.30367043495607365,0.3030643063433869,0.4559219857174344,0.6999999999999976,1.002
