rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,2R,1+m_sel,f_bias
0.5,0.7924465962305568,127924,0.6294627058970836,20.920899871033107,14.957088292754358,0.2563845439836745,1.3257352020814863,0.8518414761398627,1.6641333228608979,1.0088166665725053,1.0046189060892052
0.7924465962305568,1.25594321575479,317058,0.9976311574844399,12.555258507243003,8.977469175307938,0.2565337681724932,1.3255758098831247,0.8522445463838424,1.6641066606378436,1.0093503021868246,1.004689204765909
1.25594321575479,1.9905358527674866,792611,1.5811388300841898,8.254618447575268,5.901937517321241,0.25651639457134273,1.3254567790799174,0.8521324671862562,1.6641132567990415,1.009084599905002,1.0047546353976238
1.9905358527674866,3.1547867224009667,2000351,2.505936168136362,3.4622148634363032,2.4760490777737187,0.2566400504240008,1.3256980812275934,0.8518321670691205,1.6640923631901,1.00904660668977,1.0046747080653622
3.1547867224009667,4.999999999999999,5007089,3.9716411736214075,2.9293287628597193,2.0953969524135485,0.25667810135715263,1.3256560394467665,0.8517225194582906,1.664085812110347,1.0090252008011826,1.0047777905100126
4.999999999999999,7.92446596230557,12582282,6.294627058970836,2.2999547185854694,1.6446618977466259,0.256585537906793,1.3257860082073936,0.8518727462892796,1.6641140955764537,1.0090275894830827,1.0046438446062291
7.92446596230557,12.559432157547903,31322316,9.9763115748444,1.1017101699719034,0.7876111804604772,0.25654559309547015,1.325693816133045,0.8519224043382094,1.6641110989044832,1.0090148240698864,1.0044523152506932
12.559432157547903,19.905358527674863,77029440,15.811388300841898,0.9753035011439968,0.697251855887253,0.25643561205104354,1.3258443956754267,0.8518379157124377,1.6641276458334975,1.009028632165827,1.0043613876569275
19.905358527674863,31.54786722400966,187538040,25.059361681363615,0.409434994525435,0.29274743231842243,0.2566155430843695,1.3260146080251496,0.8517570684024629,1.6641525930915608,1.0090562372670993,1.004388326516487
31.54786722400966,49.99999999999999,456009791,39.71641173621407,0.44416968519518196,0.3174982490231364,0.2562867237364405,1.326056970008915,0.8517060300390513,1.6641586049467396,1.0090737666903309,1.0040467653376
