rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,2R,1+m_sel,f_bias
0.5,0.7924465962305568,289051,0.6294627058970836,22.747958623280827,15.003216178720406,0.2545875305282937,0.7573036189123845,0.9057134696802999,1.6860924267551964,1.0103643982317,0.9968644461706307
0.7924465962305568,1.25594321575479,718166,0.9976311574844399,14.719299148208052,9.695503452180315,0.25473071288312066,0.7573369991509932,0.9062373809639533,1.6863061837100926,1.0101335754139564,0.9965126856603261
1.25594321575479,1.9905358527674866,1801639,1.5811388300841898,8.064554639638317,5.312277832264381,0.25476078552996323,0.7577202491894701,0.906562583688937,1.6864475621599582,1.0102825669430309,0.9968462175469154
1.9905358527674866,3.1547867224009667,4536071,2.505936168136362,4.612386349118172,3.0373623254750552,0.25476269612133834,0.7576766963789533,0.9065619487634281,1.6864089990288238,1.01020621853665,0.9966009194739202
3.1547867224009667,4.999999999999999,11393747,3.9716411736214075,2.1212521113822747,1.3967026612919953,0.2546465495965511,0.7575612652587473,0.9065044506545434,1.6863773071390824,1.0101806218560134,0.9964082849329007
4.999999999999999,7.92446596230557,28693444,6.294627058970836,1.6729518721667629,1.101965199339686,0.2545820481899552,0.7575239953387073,0.9065912205794275,1.6863899492457182,1.010188451838222,0.9968998873963956
7.92446596230557,12.559432157547903,71289884,9.9763115748444,1.7113552701606476,1.1278015401605332,0.25450599031550947,0.7576003017751538,0.9065585412742998,1.6863846890396057,1.010252145399813,0.9972756836861253
12.559432157547903,19.905358527674863,175369383,15.811388300841898,1.3713269901155734,0.9035036000593613,0.25438642987012494,0.7576570125876416,0.9065818511527414,1.6864218909570865,1.010267089004812,0.9970705981897419
19.905358527674863,31.54786722400966,427088130,25.059361681363615,0.7088018515863459,0.466905773011815,0.25458717499300554,0.7575310036588179,0.9065452603721614,1.6864780593571118,1.0102812560611791,0.9968556897181963
31.54786722400966,49.99999999999999,1039164862,39.71641173621407,0.3114395377510412,0.2053844708086154,0.25418571179644306,0.7575022827648501,0.9065816897820875,1.6865237537816637,1.010294812747113,0.9980335476950494
