rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t
0.5,0.7924465962305568,472677,0.6294627058970836,11.803268987475107,16.547541498908192,0.2474074856481277,0.521413912729974,0.9802000000000001,0.7277029364240504
0.7924465962305568,1.25594321575479,1151217,0.9976311574844399,7.906188028254001,11.061411714962155,0.24712029741138591,0.5214139127299782,0.9802,0.7291919794359286
1.25594321575479,1.9905358527674866,2849325,1.5811388300841898,5.12402479090562,7.1745873462631815,0.24703163924697763,0.5214139127299756,0.9802,0.7286174981622364
1.9905358527674866,3.1547867224009667,7100646,2.505936168136362,2.3980614157351234,3.3589634065956027,0.24699327988292358,0.5214139127299764,0.9802000000000001,0.7283503457254036
3.1547867224009667,4.999999999999999,17746928,3.9716411736214075,1.4575377148664286,2.040906848316281,0.24702163815354045,0.5214139127299744,0.9802,0.7285878424359598
4.999999999999999,7.92446596230557,44242033,6.294627058970836,1.0264884452570215,1.4371613844370852,0.247024217267881,0.5214139127299745,0.9801999999999998,0.7286749291364077
7.92446596230557,12.559432157547903,110198266,9.9763115748444,0.8610519717178523,1.2050619878966573,0.2469600298524241,0.5214139127299753,0.9802000000000001,0.7289626552257312
12.559432157547903,19.905358527674863,273262859,15.811388300841898,0.39892379063510225,0.5583472096954016,0.24690372688822243,0.5214139127299758,0.9802,0.7289049320201191
19.905358527674863,31.54786722400966,668797783,25.059361681363615,0.2897711843233153,0.4056720989703243,0.2468896262154221,0.5214139127299774,0.9801999999999998,0.7287278350471172
31.54786722400966,49.99999999999999,1597787264,39.71641173621407,0.17443678819630762,0.2443444102270193,0.24699257428093352,0.5214139127299752,0.9802,0.7283178855375274
