rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m
0.5,0.7924465962305568,163539,0.6294627058970836,12.331409082978816,12.245689258171613,0.5435518215729762,0.9000000000000008,1.0070000000000001
0.7924465962305568,1.25594321575479,408395,0.9976311574844399,8.397425713180137,8.339052346752869,0.5435449234572067,0.8999999999999937,1.007
1.25594321575479,1.9905358527674866,1014384,1.5811388300841898,3.138228972810089,3.1164140742900583,0.5435732940662338,0.9000000000000069,1.0070000000000001
1.9905358527674866,3.1547867224009667,2526482,2.505936168136362,2.0255555579226514,2.0114752313035265,0.5435969801731626,0.900000000000004,1.0070000000000001
3.1547867224009667,4.999999999999999,6327247,3.9716411736214075,1.1808656141775338,1.1726570150720295,0.5436305590634848,0.899999999999997,1.0070000000000001
4.999999999999999,7.92446596230557,15867967,6.294627058970836,1.1652109401669974,1.1571111620327679,0.5436580443124023,0.9000000000000002,1.0070000000000001
7.92446596230557,12.559432157547903,39697445,9.9763115748444,0.7167738763573455,0.7117913369983571,0.5436475566647327,0.8999999999999916,1.007
12.559432157547903,19.905358527674863,98975031,15.811388300841898,0.3260340577294305,0.3237676839418377,0.5436119416753823,0.9000000000000018,1.007
19.905358527674863,31.54786722400966,245207992,25.059361681363615,0.4081386729908271,0.40530156205643203,0.5435310373728875,0.899999999999992,1.0070000000000001
31.54786722400966,49.99999999999999,596421373,39.71641173621407,0.4522353478334714,0.44909170589222586,0.5435840165560328,0.900000000000003,1.007
