rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t
0.5,0.7924465962305568,286767,0.6294627058970836,4.9715278929027535,8.228323782600514,0.5446618919718696,0.935777060087345,0.9630999999999997,0.6273459877617927
0.7924465962305568,1.25594321575479,707683,0.9976311574844399,3.29071194763578,5.449767037049889,0.5445848219510933,0.9357770600873386,0.9631000000000001,0.6269610302285111
1.25594321575479,1.9905358527674866,1760441,1.5811388300841898,2.7319838294602796,4.514529248134456,0.5446884438170178,0.9357770600873514,0.9630999999999997,0.6283393675502112
1.9905358527674866,3.1547867224009667,4396639,2.505936168136362,1.3345543179312356,2.208885806609833,0.5446105286294617,0.9357770600873409,0.9630999999999998,0.6273235729146919
3.1547867224009667,4.999999999999999,10998547,3.9716411736214075,0.6402766964616969,1.0585208268668604,0.5445440008680509,0.9357770600873531,0.9630999999999995,0.6280538833682273
4.999999999999999,7.92446596230557,27522214,6.294627058970836,0.4634670279554811,0.7667769753680418,0.5444761711666963,0.9357770600873537,0.9631,0.6275934416788432
7.92446596230557,12.559432157547903,68822634,9.9763115748444,0.23800383358534077,0.393698124383892,0.5444898402891156,0.9357770600873476,0.9631000000000001,0.6276958014877067
12.559432157547903,19.905358527674863,172129700,15.811388300841898,0.1721306098652822,0.28471274326097,0.5445239468482215,0.9357770600873375,0.9631000000000002,0.6277400226789275
19.905358527674863,31.54786722400966,429790910,25.059361681363615,0.21229264265618247,0.3511128318663115,0.5445669978119981,0.9357770600873422,0.9631,0.6277935635569469
31.54786722400966,49.99999999999999,1063230022,39.71641173621407,0.1032922768788748,0.17086376607141118,0.5447114744512881,0.9357770600873413,0.9631000000000001,0.6276918550611935
