rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m
0.5,0.7924465962305568,53484,0.6294627058970836,5.517274730513136,5.567381160961792,0.44917326112147543,0.10000000000000023,0.991
0.7924465962305568,1.25594321575479,132631,0.9976311574844399,78.20536892153865,78.9156094061944,0.44930443688587696,0.09999999999999978,0.991
1.25594321575479,1.9905358527674866,330472,1.5811388300841898,11.156588108677104,11.257909292307875,0.44938771663217986,0.10000000000000017,0.991
1.9905358527674866,3.1547867224009667,823740,2.505936168136362,-7.7637201670893115,-7.834228221079024,0.4494114509756651,0.10000000000000037,0.9909999999999999
3.1547867224009667,4.999999999999999,2055277,3.9716411736214075,34.03515574724417,34.34425403354608,0.44934577809210025,0.09999999999999981,0.9910000000000001
4.999999999999999,7.92446596230557,5118479,6.294627058970836,-6.808952795780975,-6.870789904925303,0.4494223056577134,0.10000000000000012,0.991
7.92446596230557,12.559432157547903,12728410,9.9763115748444,4.237931153412897,4.276418923726435,0.44943553016714505,0.09999999999999949,0.9909999999999999
12.559432157547903,19.905358527674863,31544490,15.811388300841898,-2.408389355849087,-2.43026171125034,0.44945634582683947,0.10000000000000003,0.991
19.905358527674863,31.54786722400966,77213985,25.059361681363615,0.8645258183686608,0.872377213288255,0.44932584204188886,0.0999999999999992,0.9910000000000001
31.54786722400966,49.99999999999999,186825946,39.71641173621407,3.1266942678119136,3.155090078518581,0.4493260177432454,0.10000000000000024,0.991
