rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,R_t
0.5,0.7924465962305568,116012,0.6294627058970836,1.4560997201753658,2.0244581243112196,0.6313809923525203,0.521413912729975,0.9802,0.7337829601231235
0.7924465962305568,1.25594321575479,283903,0.9976311574844399,3.7235448735828345,5.208273239502295,0.6313331958095096,0.5214139127299787,0.9802,0.7293703984781349
1.25594321575479,1.9905358527674866,702902,1.5811388300841898,2.692937217460072,3.76170583094298,0.6312796725988034,0.5214139127299768,0.9802000000000001,0.7303427122770759
1.9905358527674866,3.1547867224009667,1745103,2.505936168136362,1.969236398831657,2.753993138923474,0.6313152550202596,0.5214139127299737,0.9802,0.7294916117738687
3.1547867224009667,4.999999999999999,4351911,3.9716411736214075,1.9245877883599436,2.690912101756296,0.6313572178088406,0.5214139127299748,0.9802000000000001,0.7296650016419085
4.999999999999999,7.92446596230557,10838367,6.294627058970836,-0.9708812126750112,-1.35813503578979,0.6313963838836373,0.5214139127299756,0.9802000000000002,0.7293037492220577
7.92446596230557,12.559432157547903,27111545,9.9763115748444,0.0034918003604835265,0.004886085132836345,0.6313966625222245,0.5214139127299755,0.9802000000000001,0.7290774696764226
12.559432157547903,19.905358527674863,67680247,15.811388300841898,0.6831809989512297,0.9560869238336589,0.6314347582582231,0.5214139127299733,0.9802000000000001,0.7289935777555484
19.905358527674863,31.54786722400966,168666371,25.059361681363615,-0.11782723981115988,-0.16495229202432052,0.6314651850878715,0.5214139127299722,0.9802,0.7287400724891302
31.54786722400966,49.99999999999999,418364621,39.71641173621407,0.43193336709607366,0.604764401404665,0.6315253815563184,0.5214139127299775,0.9801999999999998,0.7286447457250732
