rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m
0.5,0.7924465962305568,19723,0.6294627058970836,-93.0024751100642,-93.84709900107386,0.6322231899247487,0.09999999999999967,0.991
0.7924465962305568,1.25594321575479,48836,0.9976311574844399,54.846704746503256,55.3448080186713,0.632539471897055,0.10000000000000017,0.991
1.25594321575479,1.9905358527674866,121723,1.5811388300841898,-22.318515677634153,-22.521206536462312,0.632498780719734,0.09999999999999976,0.9910000000000001
1.9905358527674866,3.1547867224009667,302810,2.505936168136362,-17.663501580276446,-17.823916831762308,0.6325611441901154,0.1,0.991
3.1547867224009667,4.999999999999999,762304,3.9716411736214075,-41.98742798924624,-42.36874670963294,0.6326485918607502,0.10000000000000005,0.991
4.999999999999999,7.92446596230557,1905984,6.294627058970836,62.6618850192945,63.23096369252725,0.6326801546516546,0.09999999999999998,0.991
7.92446596230557,12.559432157547903,4766920,9.9763115748444,25.415348936144852,25.646164415887842,0.6327248884643817,0.10000000000000035,0.991
12.559432157547903,19.905358527674863,11856872,15.811388300841898,17.671457432746738,17.83194493718137,0.6327164835137544,0.10000000000000016,0.991
19.905358527674863,31.54786722400966,29276402,25.059361681363615,-18.67668506896214,-18.846301785027386,0.632798053536331,0.09999999999999973,0.991
31.54786722400966,49.99999999999999,71506403,39.71641173621407,0.1593680529531896,0.1608153914764779,0.6329283129005987,0.10000000000000028,0.991
