rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m
0.5,0.7924465962305568,132503,0.6294627058970836,63.06881241479649,63.77028555591152,0.5317693184301912,0.29999999999999816,0.989
0.7924465962305568,1.25594321575479,325959,0.9976311574844399,31.70473560026211,32.05736663322761,0.5319333025438318,0.29999999999999905,0.9890000000000001
1.25594321575479,1.9905358527674866,804379,1.5811388300841898,-31.331785491354527,-31.68026844424118,0.5319837696482139,0.3000000000000013,0.989
1.9905358527674866,3.1547867224009667,1996969,2.505936168136362,10.83604249423052,10.956564705996481,0.5319157801302485,0.2999999999999994,0.989
3.1547867224009667,4.999999999999999,4962223,3.9716411736214075,9.362721818489083,9.466857248219497,0.5320292919838694,0.30000000000000093,0.989
4.999999999999999,7.92446596230557,12397168,6.294627058970836,9.458072927196547,9.563268884930785,0.532112441710916,0.29999999999999993,0.989
7.92446596230557,12.559432157547903,30918437,9.9763115748444,-1.0091777946942229,-1.020402219104371,0.5321426455194688,0.30000000000000027,0.989
12.559432157547903,19.905358527674863,76886112,15.811388300841898,9.1846320669548,9.28678672088453,0.5321423639970079,0.3000000000000002,0.989
19.905358527674863,31.54786722400966,189879014,25.059361681363615,5.5423013191001775,5.6039447109203016,0.5320604403018903,0.3000000000000025,0.9889999999999999
31.54786722400966,49.99999999999999,460572854,39.71641173621407,2.4692440375351006,2.496707823594641,0.5321232148929943,0.30000000000000043,0.9890000000000001
