rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,2R,1+m_sel,f_bias
0.5,0.7924465962305568,127473,0.6294627058970836,28.095655214381896,16.904082677598996,0.4419597436068188,0.5531831942234148,0.9053482051490049,1.6884114487474942,1.0089411083129172,0.9115501345470094
0.7924465962305568,1.25594321575479,304920,0.9976311574844399,6.809030722432715,4.333546257878136,0.4421614187858916,0.5537203038958906,0.9061808556250828,1.6887791154169836,1.0098385923525839,0.9644815218903844
1.25594321575479,1.9905358527674866,747435,1.5811388300841898,12.64081581096734,7.845297122598049,0.442169786900608,0.5541346364109102,0.906615101882611,1.689015936777802,1.0098133189921648,0.9411306008338428
1.9905358527674866,3.1547867224009667,1845178,2.505936168136362,7.149969312476777,4.509929694653798,0.44216477438854057,0.5543659668834683,0.9068122269523222,1.6891047170972786,1.0097909541549472,0.9567711250578631
3.1547867224009667,4.999999999999999,4562322,3.9716411736214075,-0.2160529645823676,-0.07279095130655866,0.4419505326706534,0.5543829113596692,0.906777350004933,1.6890645439885918,1.0095899950070633,0.5111154821380985
4.999999999999999,7.92446596230557,11380135,6.294627058970836,1.1275760071014886,0.7234760811690937,0.4418765917706539,0.5544986313421529,0.9071412890210312,1.6892390783020312,1.009747160325087,0.9737147862219369
7.92446596230557,12.559432157547903,28457479,9.9763115748444,-0.2084190076390788,-0.04242447141231847,0.441862396728475,0.5545843350919504,0.907142845387066,1.689208009184466,1.0097740706026253,0.30889701621355714
12.559432157547903,19.905358527674863,70848495,15.811388300841898,0.19453223239073708,0.06585221974127764,0.4417944621387373,0.554526100317574,0.9071438870667197,1.6891569703287768,1.0097603330722902,0.513696645789321
19.905358527674863,31.54786722400966,176698460,25.059361681363615,0.6387860116271795,0.38953606539293867,0.44180227493823576,0.5545249386541232,0.9072869154382104,1.6891056519626464,1.0097197412049832,0.925535095594088
31.54786722400966,49.99999999999999,439875589,39.71641173621407,0.791891768721908,0.466469573752341,0.4418256361033798,0.5544948888459701,0.9074969448586029,1.689135821572784,1.00970949046979,0.8942743991206963
