rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m
0.5,0.7924465962305568,147422,0.6294627058970836,13.29980501878174,13.207353543973921,0.45798397989887135,0.9000000000000027,1.0070000000000001
0.7924465962305568,1.25594321575479,368526,0.9976311574844399,8.044412400678393,7.9884929500281965,0.45781009178190024,0.8999999999999914,1.007
1.25594321575479,1.9905358527674866,926897,1.5811388300841898,3.864856710972879,3.8379907755440708,0.4577785686248193,0.8999999999999999,1.007
1.9905358527674866,3.1547867224009667,2320686,2.505936168136362,2.5493274139111497,2.5316061707161364,0.45772748539260694,0.8999999999999996,1.0070000000000001
3.1547867224009667,4.999999999999999,5800396,3.9716411736214075,1.2007314287275912,1.1923847355785415,0.45779091971159297,0.900000000000002,1.007
4.999999999999999,7.92446596230557,14497668,6.294627058970836,1.0695889075774143,1.0621538307620797,0.45778691230581764,0.9000000000000044,1.0070000000000001
7.92446596230557,12.559432157547903,36054253,9.9763115748444,0.49541975541584266,0.49197592394820516,0.45766848509689984,0.9000000000000005,1.0070000000000001
12.559432157547903,19.905358527674863,89569593,15.811388300841898,0.43514759463896235,0.4321227354905287,0.45766804310563447,0.8999999999999956,1.007
19.905358527674863,31.54786722400966,219520435,25.059361681363615,0.2818036464181075,0.2798447332851118,0.4575606243024506,0.9000000000000051,1.007
31.54786722400966,49.99999999999999,532002637,39.71641173621407,0.19285362659603425,0.19151303534859412,0.45747578126860444,0.900000000000003,1.007
