rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m
0.5,0.7924465962305568,242354,0.6294627058970836,-4.042851615716645,-4.104417883976289,0.5342325126744613,0.5,0.9850000000000001
0.7924465962305568,1.25594321575479,571115,0.9976311574844399,3.082204919686682,3.129142050443332,0.5343159315431659,0.5,0.985
1.25594321575479,1.9905358527674866,1389125,1.5811388300841898,3.8121035053842673,3.8701558430297136,0.5342937712964289,0.5,0.9849999999999999
1.9905358527674866,3.1547867224009667,3398502,2.505936168136362,1.3145781958416964,1.3345971531387781,0.5342302857071528,0.5,0.985
3.1547867224009667,4.999999999999999,8374223,3.9716411736214075,0.06111426328888724,0.06204493734912411,0.5341660685870324,0.5,0.9849999999999999
4.999999999999999,7.92446596230557,20787212,6.294627058970836,-0.9927371881461663,-1.0078550133463617,0.5342166523105524,0.5,0.985
7.92446596230557,12.559432157547903,51617094,9.9763115748444,1.2695378536545296,1.288870917415766,0.5342177278006539,0.5,0.9850000000000001
12.559432157547903,19.905358527674863,127754569,15.811388300841898,-0.38382087081598676,-0.3896658586964333,0.5341951346102973,0.5,0.985
19.905358527674863,31.54786722400966,314288189,25.059361681363615,-0.6548366178007821,-0.6648087490363268,0.5341698598872453,0.5,0.9850000000000002
31.54786722400966,49.99999999999999,760805553,39.71641173621407,-0.4381612773396083,-0.4448337841011251,0.5342369058562821,0.5,0.9850000000000001
