rp_min,rp_max,n_pairs,rp,ds_raw,ds,z_l,z_s,1+m,2R,1+m_sel,f_bias
0.5,0.7924465962305568,218681,0.6294627058970836,21.564648163339427,14.522633254107166,0.25585792031086413,1.0393144791099542,0.8815479987372015,1.6725960165936038,1.0092980771514555,0.9838311507622467
0.7924465962305568,1.25594321575479,545005,0.9976311574844399,16.008212648345992,10.778029541374195,0.2560310798737744,1.0394139629568444,0.8818587595963845,1.6726816671959421,1.0092022551801452,0.9840805376090144
1.25594321575479,1.9905358527674866,1368213,1.5811388300841898,8.935940070734148,6.016335320114461,0.25607773363540104,1.0392406434660757,0.8818793557484662,1.6727539676711933,1.0092748704801207,0.9840645134212284
1.9905358527674866,3.1547867224009667,3446485,2.505936168136362,3.250941714975285,2.189821187286651,0.2560631637122276,1.039216160592225,0.8817947691695333,1.6727446973921207,1.0093720834222948,0.9843405156603747
3.1547867224009667,4.999999999999999,8626910,3.9716411736214075,1.9562244805012117,1.3144577378321942,0.2561360403913849,1.0393484545645877,0.8816081734148157,1.672661790213071,1.0093245581066856,0.981704635289407
4.999999999999999,7.92446596230557,21669625,6.294627058970836,1.7089481024661748,1.151182132174803,0.25601305393881596,1.0395427548781204,0.8816842346131929,1.6726918771509303,1.009294478609907,0.9842972951833551
7.92446596230557,12.559432157547903,53919923,9.9763115748444,1.2419229434238301,0.8367078697907759,0.2559716226108193,1.0396047287305128,0.8816921346751092,1.6726873489228986,1.0093581882587894,0.9843864606704007
12.559432157547903,19.905358527674863,132752576,15.811388300841898,0.7904043592839165,0.5326591276965288,0.25586457241911414,1.0393140791743858,0.8817080856585321,1.6727306829638566,1.0093896413614467,0.9846730459452945
19.905358527674863,31.54786722400966,323201581,25.059361681363615,0.5149343952339457,0.3470452430555539,0.25597856369022015,1.0392420920331809,0.8816714017734906,1.6727634404288245,1.0094098605256023,0.9847090595071354
31.54786722400966,49.99999999999999,786462100,39.71641173621407,0.3650642213130798,0.24691453979313083,0.25555791433977354,1.0392643166382816,0.8816887587336962,1.6727751130127213,1.0094230081731623,0.9882277749146501
