bin,lens_bin,source_bin,radial_bin,r,value,error
101,1,2,11,15.962,0.12778925980672273,0.12638635186265074
102,1,2,12,25.298,0.029659865081497656,0.12196551491252812
103,1,2,13,40.095,0.19449430802455261,0.1482325313919594
104,1,2,14,63.546,0.071033171908568,0.26176963003426346
105,1,3,0,0.101,2.622463838027777,1.5299936951772184
106,1,3,1,0.16,-1.1132433963146098,0.6838651852297845
107,1,3,2,0.253,0.2061000226796986,0.709498229069537
108,1,3,3,0.401,-0.20369242044023714,0.32144789111417177
109,1,3,4,0.635,-0.11127935371502003,0.28242145197307167
110,1,3,5,1.007,0.28666411968781846,0.26535054410585895
111,1,3,6,1.596,0.8340796092381809,0.23444245268269193
112,1,3,7,2.53,0.20001784194104072,0.2624396259516879
113,1,3,8,4.009,-0.16933467195749724,0.25018290241083124
114,1,3,9,6.355,0.06761091700961118,0.2639708695785247
115,1,3,10,10.071,0.17775797075187633,0.2865916460871545
116,1,3,11,15.962,-0.19804082211821006,0.2617335405056176
117,1,3,12,25.298,-0.16249868736902243,0.32819201139847376
118,1,3,13,40.095,-0.1627276899188269,0.41053870674003945
119,1,3,14,63.546,-1.092625586480397,0.7598589657873238
120,2,0,0,0.101,2.560786232033669,1.635053968924044
121,2,0,1,0.16,0.8776966538740565,0.7617975115305118
122,2,0,2,0.253,0.09092478854655252,0.4323869508679222
123,2,0,3,0.401,-0.2764232220970497,0.2573389977613105
124,2,0,4,0.635,-0.0028147115372863644,0.19177634398789786
125,2,0,5,1.007,0.2444627282667997,0.20513489856235645
126,2,0,6,1.596,-0.14939273985873278,0.1964460965626973
127,2,0,7,2.53,-0.08641193662508477,0.24463564236011007
128,2,0,8,4.009,-0.3056122476588968,0.23332167920107652
129,2,0,9,6.355,0.07359494700762867,0.2561760882467253
130,2,0,10,10.071,-0.9102481285695321,0.30629200935052686
131,2,0,11,15.962,-0.79136182859411,0.408349984876007
132,2,0,12,25.298,-0.9143426615112311,0.6239210318669146
133,2,0,13,40.095,-0.9275781668204693,0.9501597678653666
134,2,0,14,63.546,-5.371763246759301,2.4637518081730896
135,2,1,0,0.101,0.9015472994112645,1.1877520518157336
136,2,1,1,0.16,0.5099463924343741,0.3876870086056221
