bin,lens_bin,source_bin,radial_bin,r,value,error
275,3,3,5,1.007,-4.548942130080628,0.1496073869959993
276,3,3,6,1.596,-4.647858223605817,0.13736376088964214
277,3,3,7,2.53,-4.209540247499571,0.18667099585837352
278,3,3,8,4.009,-4.083367388124279,0.21696386337518053
279,3,3,9,6.355,-3.8740344829082387,0.18840701355526918
280,3,3,10,10.071,-4.090047698272782,0.28135253714326297
281,3,3,11,15.962,-3.9061179050188626,0.350548819487924
282,3,3,12,25.298,-3.554551144749135,0.4172617811317594
283,3,3,13,40.095,-3.1486990069939513,0.6238221678850128
284,3,3,14,63.546,-1.4785156989712225,1.391989554467464
285,3,4,0,0.101,-1.934504153605122,1.2830415470758416
286,3,4,1,0.16,-1.0166356464979045,0.3098621514645277
287,3,4,2,0.253,-0.8007640068225326,0.15579554949051205
288,3,4,3,0.401,-0.809166672618197,0.06884082207723574
289,3,4,4,0.635,-1.1643542320920972,0.0657556385190075
290,3,4,5,1.007,-1.5155660214968094,0.07138293489911614
291,3,4,6,1.596,-1.443722463419703,0.07395023564317585
292,3,4,7,2.53,-1.4886249911066205,0.09057441698138331
293,3,4,8,4.009,-1.2874281387749476,0.10294161534299749
294,3,4,9,6.355,-1.0744700423850193,0.12338217855318086
295,3,4,10,10.071,-1.3996023716368664,0.15206275462124375
296,3,4,11,15.962,-1.3107766389352826,0.17930730163433495
297,3,4,12,25.298,-1.0859018811788546,0.22924714784303207
298,3,4,13,40.095,-0.7425277609647292,0.3579814150844059
299,3,4,14,63.546,0.3143761912750239,0.6742854168588833
300,4,0,0,0.101,890.0460903444263,743.2447078002067
301,4,0,1,0.16,-543.849184899756,324.66818886925097
302,4,0,2,0.253,-280.2889948439725,361.05978622287694
303,4,0,3,0.401,-15.230822549668519,197.04032330417118
304,4,0,4,0.635,-176.86227044555633,114.53995781302103
305,4,0,5,1.007,-304.57663282908226,234.19157021433256
306,4,0,6,1.596,-718.6644755604639,528.6131021899849
307,4,0,7,2.53,-297.9805361545343,457.49620653156245
308,4,0,8,4.009,-156.9898147048244,166.40069046663066
309,4,0,9,6.355,242.56618191273415,1074.9132326277477
310,4,0,10,10.071,-138.17175250769657,142.10448496769715
311,4,0,11,15.962,162.73007292377895,324.7930838549383
312,4,0,12,25.298,-140.7897375717682,66.87826723359814
313,4,0,13,40.095,-35.47290447756679,77.94751059549347
314,4,0,14,63.546,-1311.747431889481,658.3679794066009
315,4,1,0,0.101,-146.21771843943168,119.96492357045133
316,4,1,1,0.16,681.2736299349586,454.94435597321404
317,4,1,2,0.253,-333.54592192262515,245.91865404821334
318,4,1,3,0.401,-181.36928309890982,67.58597384599143
319,4,1,4,0.635,-167.61296730007993,47.60272659218703
320,4,1,5,1.007,-1452.0215107314082,452.4968837861358
321,4,1,6,1.596,-359.23830564977766,94.55976494656193
322,4,1,7,2.53,-665.9710120368054,178.81707829288464
323,4,1,8,4.009,123.30014083494922,54.698509874986385
324,4,1,9,6.355,-547.1556780151136,214.27135205530698
325,4,1,10,10.071,-104.67625189039822,30.991501253814892
326,4,1,11,15.962,-112.72300140498886,45.68710436281527
327,4,1,12,25.298,6.404343273209809,18.254011027569593
328,4,1,13,40.095,15.166239378521883,32.85168751635637
329,4,1,14,63.546,-51.08859892137181,48.46105737791665
330,4,2,0,0.101,1393.183444873881,531.8474776472946
331,4,2,1,0.16,-498.14713199535754,157.54074850484477
332,4,2,2,0.253,-119.08516738030748,16.583751449442243
333,4,2,3,0.401,-122.75628827093166,6.928564729469423
334,4,2,4,0.635,-227.11330801282534,7.954415126975053
335,4,2,5,1.007,-387.52807040461744,11.833046378587719
336,4,2,6,1.596,-465.12482182438225,9.954089632372044
337,4,2,7,2.53,-532.9366628501789,11.783249041686448
338,4,2,8,4.009,-780.5782858334873,16.80745974022373
339,4,2,9,6.355,-387.35910181925794,9.371942212469353
340,4,2,10,10.071,-243.10136228439782,7.004825180978601
341,4,2,11,15.962,-255.1707788400031,9.932640952314713
342,4,2,12,25.298,5054.227990855056,268.42362173382236
343,4,2,13,40.095,-632.4048761764259,50.55525333045164
344,4,2,14,63.546,-101.95568882475094,10.928811174933074
345,4,3,0,0.101,-108.20566939597616,50.63323098825778
346,4,3,1,0.16,-28.176041682734557,6.189332756538107
347,4,3,2,0.253,-13.976419386912937,1.2325434749039172
348,4,3,3,0.401,-14.088005547793895,0.7023805262898338
349,4,3,4,0.635,-26.682387861192208,0.9760223344425965
350,4,3,5,1.007,-48.02368599598972,1.2677277638437652
351,4,3,6,1.596,-60.03004041944084,0.8110672379577878
352,4,3,7,2.53,-61.87253218517485,0.8254360003752494
353,4,3,8,4.009,-60.67201814313077,0.7112375290090056
354,4,3,9,6.355,-53.472720148350355,0.7059716590643157
355,4,3,10,10.071,-46.716425159643215,0.6782601353052634
356,4,3,11,15.962,-43.233608736747236,0.8208592476767955
357,4,3,12,25.298,-46.40720325816068,1.2135816132916346
358,4,3,13,40.095,-44.368862402012304,1.5796593743379161
359,4,3,14,63.546,-36.63327698054903,1.7739031470018083
360,4,4,0,0.101,0.48567845761282263,3.56725294073201
361,4,4,1,0.16,-2.7261359664052014,0.7689000495495587
362,4,4,2,0.253,-1.7075251199430892,0.33533940272295737
363,4,4,3,0.401,-2.038935533363883,0.13992417571402502
